title,author,link,date,edition,edition_link,resumo_link,pdf_link,fonte,termo
ALÉM DO LUXO: CONTRIBUIÇÃO RETÓRICA E NOVOS USOS SIMBÓLICOS DA COR PRETA NAS EMBALAGENS / BEYOND THE LUXURY: RHETORIC CONTRIBUTION AND NEW SYMBOLIC USE OF BLACK COLOR IN PACKAGING,Autor desconhecido,https://www.educacaografica.inf.br/artigos/alem-do-luxo-contribuicao-retorica-e-novos-usos-simbolicos-da-cor-preta-nas-embalagens-beyond-the-luxury-rhetoric-contribution-and-new-symbolic-use-of-black-color-in-packaging,Data não informada,,,,,Educação Gráfica,ux
A REALIDADE AUMENTADA NO AUXÍLIO AO PROCESSO DE APRENDIZAGEM DE GEOMETRIA DESCRITIVA / AUGMENTED REALITY TO AID THE LEARNING PROCESS OF DESCRIPTIVE GEOMETRY,Autor desconhecido,https://www.educacaografica.inf.br/artigos/a-realidade-aumentada-no-auxilio-ao-processo-de-prendizagem-de-geometria-descritiva-augmented-reality-to-aid-the-learning-process-of-descriptive-geometry,Data não informada,,,,,Educação Gráfica,ux
EXPERIÊNCIA DE FLUXO EM AMBIENTE DE ENSINO GAMIFICADO / FLOW EXPERIENCE IN GAME-BASED LEARNING ENVIRONMENT,Autor desconhecido,https://www.educacaografica.inf.br/artigos/experiencia-de-fluxo-em-ambiente-de-ensino-gamificado-flow-experience-in-game-based-learning-environment,Data não informada,,,,,Educação Gráfica,ux
NIVELAMENTO VISUAL APLICADO COMO FERRAMENTA PROJETUAL: AUXÍLIO NA COMUNICAÇÃO COM O CLIENTE / THE VISUAL LEVELING APPLIED AS A PROJECT TOOL: AIDING THE COMMUNICATION WITH THE CLIENT,Autor desconhecido,https://www.educacaografica.inf.br/artigos/nivelamento-visual-aplicado-como-ferramenta-projetual-auxilio-na-comunicacao-com-o-cliente-the-visual-leveling-applied-as-a-project-tool-aiding-the-communication-with-the-client,Data não informada,,,,,Educação Gráfica,ux
MAPEAMENTO DE PROCESSOS NO FLUXO EDITORIAL DO LIVRO DIGITAL: UM LEVANTAMENTO INICIAL /  PROCESS MAPPING IN THE EDITORIAL WORKFLOW OF THE E-BOOK: AN INITIAL SURVEY,Autor desconhecido,https://www.educacaografica.inf.br/artigos/mapeamento-de-processos-no-fluxo-editorial-do-livro-digital-um-levantamento-inicial-process-mapping-in-the-editorial-workflow-of-the-e-book-an-initial-survey,Data não informada,,,,,Educação Gráfica,ux
ANÁLISE MORFOLÓGICA DE ETIQUETAS TÉCNICAS TÊXTEIS: DEFINIÇÃO E PROPOSTA TAXIONÔMICA DE AUXÍLIO AO PROJETO / MORPHOLOGICAL ANALYSIS OF TECHNICAL TEXTILE LABELS: TAXONOMIC DEFINITION AND PROPOSITION FOR PROJECT CONTRIBUTION,Autor desconhecido,https://www.educacaografica.inf.br/artigos/analise-morfologica-de-etiquetas-tecnicas-texteis-definicao-e-proposta-taxionomica-de-auxilio-ao-projeto-morphological-analysis-of-technical-textile-labels-taxonomic-definition-and-proposition-for,Data não informada,,,,,Educação Gráfica,ux
RECURSOS DIDÁTICOS TÁTEIS PARA AUXILIAR A APRENDIZAGEM DE DEFICIENTES VISUAIS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/recursos-didaticos-tateis-para-auxiliar-a-aprendizagem-de-deficientes-visuais,Data não informada,,,,,Educação Gráfica,ux
TEORIA DO FLUXO E ANIMAÇÃO INSTRUCIONAL: CONTRIBUIÇÕES DA TEORIA PARA O DESENVOLVIMENTO DE INSTRUÇÕES VISUAIS ANIMADAS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/teoria-do-fluxo-e-animacao-instrucional-contribuicoes-da-teoria-para-o-desenvolvimento-de-instrucoes-visuais-animadas,Data não informada,,,,,Educação Gráfica,ux
AUTOMATIZAÇÃO DO PROCESSO PROJETUAL COM O AUXÍLIO DE SISTEMA CAD INTELIGENTE,Autor desconhecido,https://www.educacaografica.inf.br/artigos/automatizacao-do-processo-projetual-com-o-auxilio-de-sistema-cad-inteligente,Data não informada,,,,,Educação Gráfica,ux
COMPUTAÇÃO GRÁFICA: AUXÍLIO E ESTÍMULO AOS ALUNOS DE ENGENHARIA CARTOGRÁFICA,Autor desconhecido,https://www.educacaografica.inf.br/artigos/computacao-grafica-auxilio-e-estimulo-aos-alunos-de-engenharia-cartografica,Data não informada,,,,,Educação Gráfica,ux
Proposta de um recurso multimídia educativo para auxiliar o desenvolvimento da visão espacial,Autor desconhecido,https://www.educacaografica.inf.br/artigos/proposta-de-um-recurso-multimidia-educativo-para-auxiliar-o-desenvolvimento-da-visao-espacial,Data não informada,,,,,Educação Gráfica,ux
Las maquetas y los modelos tridimensionales como auxiliares didacticos para la enseñanza de la topografia y el riego,Autor desconhecido,https://www.educacaografica.inf.br/artigos/las-maquetas-y-los-modelos-tridimensionales-como-auxiliares-didacticos-para-la-ensenanza-de-la-topografia-y-el-riego,Data não informada,,,,,Educação Gráfica,ux
A DISPOSIÇÃO DE INFORMAÇÕES E TEXTOS LEGAIS NUMA FERRAMENTA DE AUXÍLIO PARA O DESENVOLVIMENTO DE EMBALAGENS DE BEBIDAS E ALIMENTOS PRÉ-MEDIDOS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/a-disposicao-de-informacoes-e-textos-legais-numa-ferramenta-de-auxilio-para-o-desenvolvimento-de-embalagens-de-bebidas-e-alimentos-pre-medidos,Data não informada,,,,,Educação Gráfica,ux
APLICAÇÃO DE RECURSOS VISUAIS AUXILIARES PARA O ENSINO DE DESENHO TÉCNICO BÁSICO NO 3º GRAU: ANÁLISE DE RESULTADOS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/aplicacao-de-recursos-visuais-auxiliares-para-o-ensino-de-desenho-tecnico-basico-no-3%c2%ba-grau-analise-de-resultados,Data não informada,,,,,Educação Gráfica,ux
SOFTWARE PARA A ANÁLISE SISTEMÁTICA DE COMPOSIÇÕES GRÁFICAS EM DESENHOS ARQUITETÔNICOS / SOFTWARE FOR THE SYSTEMATIC ANALYSIS OF GRAPHIC COMPOSITIONS IN ARCHITECTURAL DRAWINGS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/software-para-a-analise-sistematica-de-composicoes-graficas-em-desenhos-arquitetonicos-software-for-the-systematic-analysis-of-graphic-compositions-in-architectural-drawings,Data não informada,,,,,Educação Gráfica,ux
EDUCAÇÃO PATRIMONIAL ATRAVÉS DA REALIDADE AUMENTADA: ESTUDO DE CASO EM CRISSIUMAL/RS / HERITAGE EDUCATION THROUGH AUGMENTED REALITY: CASE STUDY IN CRISSIUMAL/RS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/educacao-patrimonial-atraves-da-realidade-aumentada-estudo-de-caso-em-crissiumalrs-heritage-education-through-augmented-reality-case-study-in-crissiumalrs,Data não informada,,,,,Educação Gráfica,ux
CONTRIBUIÇÕES DOS SISTEMAS DE REPRESENTAÇÃO PARA O ESTUDO DE PRECEDENTES ARQUITETÔNICOS / CONTRIBUTIONS OF THE REPRESENTATION SYSTEM TO THE STUDY OF ARCHITECTURAL PRECEDENTS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/contribuicoes-dos-sistemas-de-representacao-para-o-estudo-de-precedentes-arquitetonicos-contributions-of-the-representation-system-to-the-study-of-architectural-precedents,Data não informada,,,,,Educação Gráfica,ux
COMPARAÇÃO ENTRE LINGUAGEM VISUAL CARTOON E A FOTORREALISTA APLICADAS À REPRESENTAÇÃO DE HISTÓRIAS EM QUADRINHOS / COMPARISON BETWEEN CARTOON VISUAL LANGUAGE AND PHOTOREALISTIC APPLIED TO COMICS REPRESENTATION,Autor desconhecido,https://www.educacaografica.inf.br/artigos/comparacao-entre-linguagem-visual-cartoon-e-a-fotorrealista-aplicadas-a-representacao-de-historias-em-quadrinhos-comparison-between-cartoon-visual-language-and-photorealistic-applied-to-comics-repre,Data não informada,,,,,Educação Gráfica,ux
APRENDENDO COM A IKEA: COMO USAR OS CONCEITOS DIY DOS MANUAIS DE MONTAGEM DE MÓVEIS EM MATERIAIS GRÁFICOS EDUCACIONAIS DE TECNOLOGIAS ASSISTIVAS / LEARNING FROM IKEA: HOW TO USE DIY CONCEPTS FROM FURNITURE ASSEMBLY MANUALS IN EDUCATIONAL GRAPHIC MATERIALS ON ASSISTIVE TECHNOLOGIES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/aprendendo-com-a-ikea-como-usar-os-conceitos-diy-dos-manuais-de-montagem-de-moveis-em-materiais-graficos-educacionais-de-tecnologias-assistivas-learning-from-ikea-how-to-use-diy-concepts-from-furn,Data não informada,,,,,Educação Gráfica,ux
INTEGRANDO MODELAGEM E IMPRESSÃO 3D NO ENSINO DE PROJEÇÕES ORTOGONAIS: INOVAÇÕES DIDÁTICAS NO DESENHO TÉCNICO / INTEGRATING 3D MODELING AND PRINTING IN TEACHING ORTHOGRAPHIC PROJECTIONS: DIDACTIC INNOVATIONS IN TECHNICAL DRAWING,Autor desconhecido,https://www.educacaografica.inf.br/artigos/integrando-modelagem-e-impressao-3d-no-ensino-de-projecoes-ortogonais-inovacoes-didaticas-no-desenho-tecnico-integrating-3d-modeling-and-printing-in-teaching-orthographic-projections-didactic-inno,Data não informada,,,,,Educação Gráfica,ux
DESIGN DE IMAGENS AUDIOTÁTEIS IMPRESSAS EM 3D PARA UMA EDUCAÇÃO INCLUSIVA / 3D PRINTED AUDIO-TACTILE GRAPHICS’ DESIGN FOR INCLUSIVE EDUCATION,Autor desconhecido,https://www.educacaografica.inf.br/artigos/design-de-imagens-audiotateis-impressas-em-3d-para-uma-educacao-inclusiva-3d-printed-audio-tactile-graphics-design-for-inclusive-education,Data não informada,,,,,Educação Gráfica,ux
METODOLOGIA ATIVA NO ENSINO DA ARQUITETURA: O USO DO MENTIMETER / ACTIVE METHODOLOGY IN ARCHITECTURE TEACHING: THE USE OF MENTIMETER,Autor desconhecido,https://www.educacaografica.inf.br/artigos/metodologia-ativa-no-ensino-da-arquitetura-o-uso-do-mentimeter-active-methodology-in-architecture-teaching-the-use-of-mentimeter,Data não informada,,,,,Educação Gráfica,ux
MODELAGEM DIGITAL DE ESPÉCIES VEGETAIS PARA PAISAGISMO FUNCIONAL  DIGITAL / MODELING OF PLANT SPECIES FOR FUNCTIONAL LANDSCAPING,Autor desconhecido,https://www.educacaografica.inf.br/artigos/modelagem-digital-de-especies-vegetais-para-paisagismo-funcional-digital-modeling-of-plant-species-for-functional-landscaping,Data não informada,,,,,Educação Gráfica,ux
GIT+: ESTUDOS DE CASOS MÚLTIPLOS SOBRE O PROCESSO DE DESENVOLVIMENTO DE GRÁFICOS INSTRUCIONAIS TÁTEIS NAS IFES / GIT+: MULTIPLE CASE STUDIES ON THE DEVELOPMENT PROCESS OF TACTILE INSTRUCTIONAL GRAPHICS IN BRAZILIAN UNIVERSITIES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/git-estudos-de-casos-multiplos-sobre-o-processo-de-desenvolvimento-de-graficos-instrucionais-tateis-nas-ifes-git-multiple-case-studies-on-the-development-process-of-tactile-instructional-graphic,Data não informada,,,,,Educação Gráfica,ux
A REPRESENTAÇÃO GRÁFICA DE DANOS COMO ESTRATÉGIA DE PRESERVAÇÃO DO PATRIMÔNIO HISTÓRICO EDIFICADO /GRAPHIC REPRESENTATION OF DAMAGES AS A STRATEGY FOR PRESERVING BUILT HISTORIC HERITAGE,Autor desconhecido,https://www.educacaografica.inf.br/artigos/a-representacao-grafica-de-danos-como-estrategia-de-preservacao-do-patrimonio-historico-edificado-graphic-representation-of-damages-as-a-strategy-for-preserving-built-historic-heritage,Data não informada,,,,,Educação Gráfica,ux
IDENTIFICAÇÃO DE DIFICULDADES DOS ALUNOS DE ENGENHARIA NO ESTUDO DE SUPERFÍCIES EM GEOMETRIA DESCRITIVA / IDENTIFICATION OF ENGINEERING STUDENTS’ DIFFICULTIES IN SURFACES STUDY IN DESCRIPTIVE GEOMETRY,Autor desconhecido,https://www.educacaografica.inf.br/artigos/identificacao-de-dificuldades-dos-alunos-de-engenharia-no-estudo-de-superficies-em-geometria-descritiva-identification-of-engineering-students-difficulties-in-surfaces-study-in-descriptive-2,Data não informada,,,,,Educação Gráfica,ux
PROPOSTA DE MÉTODO VISUAL DE COLETA DE DADOS APLICÁVEL À OBSERVAÇÃO DE TRABALHOS EM GRUPO DESENVOLVIDOS POR ESTUDANTES DE DESIGN / PROPOSAL FOR A VISUAL DATA COLLECTION METHOD APPLICABLE TO THE OBSERVATION OF GROUP WORK DEVELOPED BY DESIGN STUDENTS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/proposta-de-metodo-visual-de-coleta-de-dados-aplicavel-a-observacao-de-trabalhos-em-grupo-desenvolvidos-por-estudantes-de-design-proposal-for-a-visual-data-collection-method-applicable-to-the-observ,Data não informada,,,,,Educação Gráfica,ux
"A NOSTALGIA COMO NORTEADORA NO DESIGN DE JOGOS DIGITAIS: RETROGAMES, FRANQUIAS E REMAKES / NOSTALGIA AS GUIDELINE IN DIGITAL GAMES DESIGN: RETROGAMES, FRANCHISES AND REMAKES",Autor desconhecido,https://www.educacaografica.inf.br/artigos/a-nostalgia-como-norteadora-no-design-de-jogos-digitais-retrogames-franquias-e-remakes-nostalgia-as-guideline-in-digital-games-design-retrogames-franchises-and-remakes,Data não informada,,,,,Educação Gráfica,ux
INVENTÁRIO DAS INSCRIÇÕES TIPOGRÁFICAS ARQUITETÔNICAS DOS IMÓVEIS HISTÓRICOS DA CIDADE DE PELOTAS (1850-1930) / INVENTORY OF TYPOGRAPHIC INSCRIPTIONS IN HISTORICAL BUILDINGS OF THE CITY OF PELOTAS (1850-1930),Autor desconhecido,https://www.educacaografica.inf.br/artigos/inventario-das-inscricoes-tipograficas-arquitetonicas-dos-imoveis-historicos-da-cidade-de-pelotas-1850-1930-inventory-of-typographic-inscriptions-in-historical-buildings-of-the-city-of-pelotas-18,Data não informada,,,,,Educação Gráfica,ux
GRUPO FOCAL NA AVALIAÇÃO DE MODELO CONCEITUAL PARA O DESIGN DE RECURSOS GRÁFICOS NO PROCESSO DE CUIDADOS NUTRICIONAIS / FOCUS GROUP ON THE EVALUATION OF A CONCEPTUAL MODEL FOR THE DESIGN OF GRAPHIC RESOURCES IN NUTRITIONAL CARE PROCESS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/grupo-focal-na-avaliacao-de-modelo-conceitual-para-o-design-de-recursos-graficos-no-processo-de-cuidados-nutricionais-focus-group-on-the-evaluation-of-a-conceptual-model-for-the-design-of-graphic-re,Data não informada,,,,,Educação Gráfica,ux
ASSISTÊNCIA TÉCNICA PARA HABITAÇÃO DE INTERESSE SOCIAL EM AMBIENTE DIGITAL: PESQUISAS CENTRADAS NOS USUÁRIOS / TECHNICAL ASSISTANCE FOR SOCIAL HOUSING IN DIGITAL ENVIRONMENT: USER CENTERED RESEARCHES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/assistencia-tecnica-para-habitacao-de-interesse-social-em-ambiente-digital-pesquisas-centradas-nos-usuarios-technical-assistance-for-social-housing-in-digital-environment-user-centered-researches,Data não informada,,,,,Educação Gráfica,ux
MANUAIS GRÁFICOS INCLUSIVOS PARA SAÚDE: ANÁLISE DA RELAÇÃO IMAGEM-TEXTO EM MANUAL DE PRÓTESE AUDITIVA / INCLUSIVE GRAPHIC MANUALS FOR HEALTH: ANALYSIS OF THE IMAGE-TEXT RELATIONSHIP IN A HEARING AID MANUAL,Autor desconhecido,https://www.educacaografica.inf.br/artigos/manuais-graficos-inclusivos-para-saude-analise-da-relacao-imagem-texto-em-manual-de-protese-auditiva-inclusive-graphic-manuals-for-health-analysis-of-the-image-text-relationship-in-a-hearing-aid-m,Data não informada,,,,,Educação Gráfica,ux
“FUNDAMENTOS DA ARQUITETURA” ON VIRTUAL ENVIRONMENT: STRATEGIES USED TO ADAPT CLASSES / “FUNDAMENTOS DA ARQUITETURA” ON VIRTUAL ENVIRONMENT: STRATEGIES USED TO ADAPT CLASSES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/fundamentos-da-arquitetura-on-virtual-environment-strategies-used-to-adapt-classes-fundamentos-da-arquitetura-on-virtual-environment-strategies-used-to-ad,Data não informada,,,,,Educação Gráfica,ux
ESTAMPARIA MANUAL EM TÊXTEIS: RESGATE DE TÉCNICAS ARTESANAIS EM OFICINAS DE BATIK / MANUAL PRINTING IN TEXTILES: RESCUING ARTISANAL TECHNIQUES IN BATIK WORKSHOPS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/estamparia-manual-em-texteis-resgate-de-tecnicas-artesanais-em-oficinas-de-batik-manual-printing-in-textiles-rescuing-artisanal-techniques-in-batik-workshops,Data não informada,,,,,Educação Gráfica,ux
PROPOSIÇÃO DE UMA FERRAMENTA PROJETUAL DE APOIO À PRÉ-IDEAÇÃO EM DESIGN: O “GERADOR DE PRODUTOS MALUCOS” / PROPOSAL OF A PROJECT TOOL FOR SUPPORTING PRE-IDEATION IN DESIGN: THE “CRAZY PRODUCTS GENERATOR”,Autor desconhecido,https://www.educacaografica.inf.br/artigos/proposicao-de-uma-ferramenta-projetual-de-apoio-a-pre-ideacao-em-design-o-gerador-de-produtos-malucos-proposal-of-a-project-tool-for-supporting-pre-ideation-in-design-the,Data não informada,,,,,Educação Gráfica,ux
PARA ALÉM DA FRUIÇÃO ESTÉTICA: O USO DA ILUSTRAÇÃO CRÍTICA NO DESIGN GRÁFICO ATIVISTA COMO FORMA DE REPRESENTAÇÃO VISUAL DE CAUSAS SOCIAIS / BEYOND AESTHETIC FRUITION: THE USE OF CRITICAL ILLUSTRATION IN ACTIVIST GRAPHIC DESIGN AS A WAY OF VISUAL REPRESENTATION OF SOCIAL CAUSES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/para-alem-da-fruicao-estetica-o-uso-da-ilustracao-critica-no-design-grafico-ativista-como-forma-de-representacao-visual-de-causas-sociais-beyond-aesthetic-fruition-the-use-of-critical-illustration,Data não informada,,,,,Educação Gráfica,ux
OPEN DESIGN: MOBILIÁRIO DE ENCAIXES DESENVOLVIDO A PARTIR DE FABRICAÇÃO DIGITAL / OPEN DESIGN: FITTING FURNITURING DEVELOPED FROM DIGITAL MANUFACTURING,Autor desconhecido,https://www.educacaografica.inf.br/artigos/open-design-mobiliario-de-encaixes-desenvolvido-a-partir-de-fabricacao-digital-open-design-fitting-furnituring-developed-from-digital-manufacturing,Data não informada,,,,,Educação Gráfica,ux
RGS – REPRESENTAÇÃO GRÁFICA DE SÍNTESE – COMO ARTEFATO DE APOIO À PROFESSORES DO ENSINO FUNDAMENTAL I / GRS – GRAPHIC REPRESENTATION OF SYNTHESIS – AS A SUPPORT ARTIFACT FOR ELEMENTARY SCHOOL.,Autor desconhecido,https://www.educacaografica.inf.br/artigos/rgs-representacao-grafica-de-sintese-como-artefato-de-apoio-a-professores-do-ensino-fundamental-i-grs-graphic-representation-of-synthesis-as-a-support-artifac,Data não informada,,,,,Educação Gráfica,ux
ENSINO HÍBRIDO DE DESENHO À MÃO LIVRE USANDO TECNOLOGIAS DIGITAIS / BLENDED TEACHING OF FREEHAND DRAWING USING DIGITAL TECHNOLOGIES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/ensino-hibrido-de-desenho-a-mao-livre-usando-tecnologias-digitais-blended-teaching-of-freehand-drawing-using-digital-technologies,Data não informada,,,,,Educação Gráfica,ux
DESIGN DE AMBIENTES EM JOGOS: UM ESTUDO DE CASO DA PERCEPÇÃO AMBIENTAL NA AMBIÊNCIA DO JOGO JOURNEY / ENVIRONMENT DESIGN IN GAMES: A CASE STUDY OF ENVIRONMENTAL PERCEPTION IN JOURNEY’S GAME ENVIRONMENT,Autor desconhecido,https://www.educacaografica.inf.br/artigos/design-de-ambientes-em-jogos-um-estudo-de-caso-da-percepcao-ambiental-na-ambiencia-do-jogo-journey-environment-design-in-games-a-case-study-of-environmental-perception-in-journeys-game-environme,Data não informada,,,,,Educação Gráfica,ux
DESENVOLVIMENTO DE UM APLICATIVO DE SMARTPHONE PARA WORKAHOLICS  / DEVELOPMENT OF A SMARTPHONE APPLICATION FOR WORKAHOLICS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/desenvolvimento-de-um-aplicativo-de-smartphone-para-workaholics-development-of-a-smartphone-application-for-workaholics,Data não informada,,,,,Educação Gráfica,ux
ARTICULAÇÃO DAS DIMENSÕES SINTÁTICAS E SEMÂNTICAS NO DESENVOLVIMENTO PROJETUAL DE MODA: ANÁLISE FERRAMENTAL NO CONTEXTO EDUCACIONAL  / ARTICULATION OF SYNTACTIC AND SEMANTIC DIMENSIONS IN FASHION DESIGN DEVELOPMENT: TOOL ANALYSIS IN THE EDUCATIONAL CONTEXT,Autor desconhecido,https://www.educacaografica.inf.br/artigos/articulacao-das-dimensoes-sintaticas-e-semanticas-no-desenvolvimento-projetual-de-moda-analise-ferramental-no-contexto-educacional-articulation-of-syntactic-and-semantic-dimensions-in-fashion-desi,Data não informada,,,,,Educação Gráfica,ux
PARA ONDE VAI A ESTRELA ESTELA? DESIGN DE MATERIAL PARADIDÁTICO INCLUSIVO PARA CONTAÇÃO DE HISTÓRIA / WHERE DOES THE ESTELA STAR GO? DESIGN OF INCLUSIVE PARADIDACTIC MATERIAL FOR HISTORY TELLING,Autor desconhecido,https://www.educacaografica.inf.br/artigos/para-onde-vai-a-estrela-estela-design-de-material-paradidatico-inclusivo-para-contacao-de-historia-where-does-the-estela-star-go-design-of-inclusive-paradidactic-material-for-history-telling,Data não informada,,,,,Educação Gráfica,ux
COZINHA NAS HABITAÇÕES DE INTERESSE SOCIAL: GRAMÁTICA DA FORMA E SINTAXE ESPACIAL DA AMPLIAÇÃO ESPONTÂNEA / KITCHEN IN THE LOW-INCOME HOUSING: SHAPE GRAMMAR AND SPACE SYNTAX OF THE SPONTANEOUS AMPLIATION,Autor desconhecido,https://www.educacaografica.inf.br/artigos/cozinha-nas-habitacoes-de-interesse-social-gramatica-da-forma-e-sintaxe-espacial-da-ampliacao-espontanea-kitchen-in-the-low-income-housing-shape-grammar-and-space-syntax-of-the-spontaneous-ampliat-2,Data não informada,,,,,Educação Gráfica,ux
MANUAL GRÁFICO: RECOMENDAÇÕES PARA A CONSTRUÇÃO DE MATERIAIS DIDÁTICOS PARA A TERCEIRA IDADE / GRAPHIC MANUAL: RECOMMENDATIONS FOR THE CONSTRUCTION OF DIDACTIC MATERIALS FOR THIRD AGE,Autor desconhecido,https://www.educacaografica.inf.br/artigos/manual-grafico-recomendacoes-para-a-construcao-de-materiais-didaticos-para-a-terceira-idade-graphic-manual-recommendations-for-the-construction-of-didactic-materials-for-third-age,Data não informada,,,,,Educação Gráfica,ux
A SUSTENTABILIDADE APLICADA ÀS TÉCNICAS DE DESENVOLVIMENTO ALINHADA AO PROCESSO DE PRODUÇÃO DE BIO SEMIJOIAS / SUSTAINABILITY APPLIED TO DEVELOPMENT TECHNIQUES AND ALIGNED TO THE BIO PRODUCTION PROCESS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/a-sustentabilidade-aplicada-as-tecnicas-de-desenvolvimento-alinhada-ao-processo-de-producao-de-bio-semijoias-sustainability-applied-to-development-techniques-and-aligned-to-the-bio-production-proces,Data não informada,,,,,Educação Gráfica,ux
TRANSTORNO DO ESPECTRO AUTISTA E A INTERFACE DE JOGOS DIGITAIS: UMA REVISÃO SISTEMÁTICA  / AUTISM SPECTRUM DISORDER AND DIGITAL GAMES INTERFACES: A SYSTEMATIC REVIEW,Autor desconhecido,https://www.educacaografica.inf.br/artigos/transtorno-do-espectro-autista-e-a-interface-de-jogos-digitais-uma-revisao-sistematica-autism-spectrum-disorder-and-digital-games-interfaces-a-systematic-review,Data não informada,,,,,Educação Gráfica,ux
PROPOSTA DE FERRAMENTA VISUAL PEDAGÓGICA COMO INTERFACE NA ELABORAÇÃO DE PROJETO DE PESQUISA EM DESIGN DE MODA / VISUAL PEDAGOGICAL TOOL PROPOSAL AS INTERFACE TO ELABORATION OF THE RESEARCH PROJECT IN FASHION DESIGN,Autor desconhecido,https://www.educacaografica.inf.br/artigos/proposta-de-ferramenta-visual-pedagogica-como-interface-na-elaboracao-de-projeto-de-pesquisa-em-design-de-moda-visual-pedagogical-tool-proposal-as-interface-to-elaboration-of-the-research-project-in,Data não informada,,,,,Educação Gráfica,ux
MOTION COMICS EDUCATIVO DE COMBATE AO AEDES AEGYPTI: UM PROCESSO DE ADAPTAÇÃO DA INTERFACE IMPRESSA PARA DIGITAL / AEDES AEGYPTI EDUCATIONAL MOTION COMICS: A PROCESS OF ADAPTATION OF THE PRINTED TO DIGITAL INTERFACE,Autor desconhecido,https://www.educacaografica.inf.br/artigos/motion-comics-educativo-de-combate-ao-aedes-aegypti-um-processo-de-adaptacao-da-interface-impressa-para-digital-aedes-aegypti-educational-motion-comics-a-process-of-adaptation-of-the-printed-to-di,Data não informada,,,,,Educação Gráfica,ux
ENSINO DE GEOMETRIA DESCRITIVA ONLINE PARA OS CURSOS DE BELAS ARTES: UMA EXPERIÊNCIA NO SEMESTRE LETIVO SUPLEMENTAR DA UFBA EM 2020 / TEACHING DESCRIPTIVE GEOMETRY ONLINE TO FINE ARTS COURSES: AN EXPERIENCE IN UFBA’S SUPPLEMENTARY SEMESTER IN 2020,Autor desconhecido,https://www.educacaografica.inf.br/artigos/ensino-de-geometria-descritiva-online-para-os-cursos-de-belas-artes-uma-experiencia-no-semestre-letivo-suplementar-da-ufba-em-2020-teaching-descriptive-geometry-online-to-fine-arts-courses-an-expe,Data não informada,,,,,Educação Gráfica,ux
TRANSVERSALIDADES DA RELAÇÃO ENTRE GRUPOS DE ARTESÃOS E DESIGNERS / TRANSVERSALITIES OF THE RELATIONSHIP BETWEEN ARTISAN GROUPS AND DESIGNERS,Autor desconhecido,https://www.educacaografica.inf.br/artigos/transversalidades-da-relacao-entre-grupos-de-artesaos-e-designers-transversalities-of-the-relationship-between-artisan-groups-and-designers-2,Data não informada,,,,,Educação Gráfica,ux
CONEXÕES VISUAIS E MATERIAIS NO LIVRO IMPRESSO CONTEMPORÂNEO: O DESIGN EDITORIAL COMO CONSTRUÇÃO NARRATIVA / VISUAL CONNECTIONS AND MATERIALS IN CONTEMPORARY PRINTED BOOKS: EDITORIAL DESIGN AS NARRATIVE CONSTRUCTION,Autor desconhecido,https://www.educacaografica.inf.br/artigos/conexoes-visuais-e-materiais-no-livro-impresso-contemporaneo-o-design-editorial-como-construcao-narrativa-visual-connections-and-materials-in-contemporary-printed-books-editorial-design-as-narrati,Data não informada,,,,,Educação Gráfica,ux
O DESENHO E O DESIGN: UM ESTUDO DE CASO SOBRE A DISCIPLINA DE DESENHO DE OBSERVAÇÃO NO CURSO DE DESIGN GRÁFICO DA UFPR / DRAWING AND DESIGN: A CASE STUDY ABOUT THE DRAWING OBSERVATION AT THE UFPR GRAPHIC DESIGN COURSE,Autor desconhecido,https://www.educacaografica.inf.br/artigos/o-desenho-e-o-design-um-estudo-de-caso-sobre-a-disciplina-de-desenho-de-observacao-no-curso-de-design-grafico-da-ufpr-drawing-and-design-a-case-study-about-the-drawing-observation-at-the-ufpr-grap,Data não informada,,,,,Educação Gráfica,ux
ELEMENTOS VISUAIS NO DESIGN DE INTERFACE DE JOGOS DIGITAIS –  ANÁLISE DA USABILIDADE E JOGABILIDADE PARA CONSOLES PORTÁTEIS / VISUAL ELEMENTS IN THE INTERFACE DESIGN OF DIGITAL GAMES – USABILITY AND GAMEPLAY ANALYSIS FOR PORTABLE CONSOLES,Autor desconhecido,https://www.educacaografica.inf.br/artigos/elementos-visuais-no-design-de-interface-de-jogos-digitais-analise-da-usabilidade-e-jogabilidade-para-consoles-portateis-visual-elements-in-the-interface-design-of-digital-games-usabili-2,Data não informada,,,,,Educação Gráfica,ux
